                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.85186,                 0.7039,                0.86808,                0.92765,                0.87345,                0.88444,                0.80943,                 0.6814,                  0.526,                0.85545,              5.383e-05,              5.383e-05,              5.383e-05
                      1,                0.79726,                 0.6795,                0.86528,                0.92351,                0.88218,                0.88444,                 0.8313,                0.67118,                0.52716,                0.84997,             0.00011421,             0.00011421,             0.00011421
                      2,                0.77198,                0.65357,                0.85527,                0.88842,                0.88692,                0.88444,                0.81028,                0.65236,                0.53459,                0.84532,             0.00017337,             0.00017337,             0.00017337
                      3,                 0.8645,                0.70165,                0.86657,                 0.8084,                0.88889,                0.88444,                0.79021,                0.64867,                0.55179,                 0.8448,             0.00023131,             0.00023131,             0.00023131
                      4,                0.92525,                0.74791,                0.87152,                 0.7433,                0.88889,                0.88444,                0.79128,                0.63248,                0.54171,                0.84386,             0.00028803,             0.00028803,             0.00028803
                      5,                0.79755,                0.70953,                0.87082,                 0.7433,                0.88889,                0.88444,                0.79128,                0.63248,                0.54171,                0.84386,             0.00034354,             0.00034354,             0.00034354
                      6,                 0.7938,                0.70432,                0.89221,                0.78764,                0.88889,                0.88444,                0.79102,                0.65929,                0.52259,                0.84766,             0.00039783,             0.00039783,             0.00039783
                      7,                0.83223,                0.70712,                0.88439,                0.78764,                0.88889,                0.88444,                0.79102,                0.65929,                0.52259,                0.84766,              0.0004509,              0.0004509,              0.0004509
                      8,                0.82748,                0.70141,                0.88149,                0.78764,                0.88889,                0.88444,                0.79102,                0.65929,                0.52259,                0.84766,             0.00050275,             0.00050275,             0.00050275
                      9,                0.83594,                0.70712,                0.87841,                0.94265,                0.86934,                0.88444,                0.76599,                0.73916,                0.55104,                0.86332,             0.00055338,             0.00055338,             0.00055338
                     10,                0.87804,                 0.7145,                0.90054,                0.94265,                0.86934,                0.88444,                0.76599,                0.73916,                0.55104,                0.86332,              0.0006028,              0.0006028,              0.0006028
                     11,                0.90949,                0.77426,                0.92454,                0.94265,                0.86934,                0.88444,                0.76599,                0.73916,                0.55104,                0.86332,             0.00065099,             0.00065099,             0.00065099
                     12,                0.80672,                0.72313,                0.92747,                0.94265,                0.86934,                0.88444,                0.76599,                0.73916,                0.55104,                0.86332,             0.00067764,             0.00067764,             0.00067764
                     13,                0.93886,                0.85993,                0.95119,                0.93732,                0.84761,                0.88444,                0.77632,                0.72831,                0.55504,                0.86209,             0.00067764,             0.00067764,             0.00067764
                     14,                 0.8195,                0.69748,                0.84793,                0.93732,                0.84761,                0.88444,                0.77632,                0.72831,                0.55504,                0.86209,             0.00067003,             0.00067003,             0.00067003
                     15,                0.85516,                0.70285,                0.87607,                0.93732,                0.84761,                0.88444,                0.77632,                0.72831,                0.55504,                0.86209,             0.00066242,             0.00066242,             0.00066242
                     16,                 0.8433,                0.72891,                0.89968,                0.93732,                0.84761,                0.88444,                0.77632,                0.72831,                0.55504,                0.86209,              0.0006548,              0.0006548,              0.0006548
                     17,                 0.8626,                0.73815,                0.85638,                0.80285,                0.86713,                0.88444,                0.79997,                0.64451,                0.57553,                0.84519,             0.00064719,             0.00064719,             0.00064719
                     18,                0.86219,                0.79414,                0.88558,                0.80285,                0.86713,                0.88444,                0.79997,                0.64451,                0.57553,                0.84519,             0.00063958,             0.00063958,             0.00063958
                     19,                0.88878,                0.75246,                0.86677,                0.80285,                0.86713,                0.88444,                0.79997,                0.64451,                0.57553,                0.84519,             0.00063196,             0.00063196,             0.00063196
                     20,                0.87329,                0.74153,                0.87798,                0.80285,                0.86713,                0.88444,                0.79997,                0.64451,                0.57553,                0.84519,             0.00062435,             0.00062435,             0.00062435
                     21,                0.81648,                0.74465,                0.87816,                 0.8042,                0.87972,                0.88444,                0.79045,                0.62117,                 0.5509,                0.84074,             0.00061674,             0.00061674,             0.00061674
                     22,                0.89005,                0.75923,                0.89964,                 0.8042,                0.87972,                0.88444,                0.79045,                0.62117,                 0.5509,                0.84074,             0.00060912,             0.00060912,             0.00060912
                     23,                 0.8784,                0.73664,                0.85666,                 0.8042,                0.87972,                0.88444,                0.79045,                0.62117,                 0.5509,                0.84074,             0.00060151,             0.00060151,             0.00060151
                     24,                0.84562,                0.71346,                0.86957,                 0.8042,                0.87972,                0.88444,                0.79045,                0.62117,                 0.5509,                0.84074,              0.0005939,              0.0005939,              0.0005939
                     25,                0.89193,                0.73876,                0.89978,                0.80969,                0.88889,                0.88444,                0.76686,                0.64954,                0.54935,                0.84539,             0.00058629,             0.00058629,             0.00058629
                     26,                0.85168,                0.74722,                0.87268,                0.80969,                0.88889,                0.88444,                0.76686,                0.64954,                0.54935,                0.84539,             0.00057867,             0.00057867,             0.00057867
                     27,                0.84787,                0.69237,                0.86141,                0.80969,                0.88889,                0.88444,                0.76686,                0.64954,                0.54935,                0.84539,             0.00057106,             0.00057106,             0.00057106
                     28,                0.86218,                 0.6809,                0.88224,                0.80969,                0.88889,                0.88444,                0.76686,                0.64954,                0.54935,                0.84539,             0.00056345,             0.00056345,             0.00056345
                     29,                0.85778,                0.68177,                0.86992,                0.82063,                0.88833,                0.88444,                0.79068,                0.63932,                0.56555,                0.84429,             0.00055583,             0.00055583,             0.00055583
                     30,                0.80286,                0.75071,                 0.8938,                0.82063,                0.88833,                0.88444,                0.79068,                0.63932,                0.56555,                0.84429,             0.00054822,             0.00054822,             0.00054822
                     31,                0.84032,                0.76398,                  0.901,                0.82063,                0.88833,                0.88444,                0.79068,                0.63932,                0.56555,                0.84429,             0.00054061,             0.00054061,             0.00054061
                     32,                0.84488,                0.69856,                0.86544,                0.82063,                0.88833,                0.88444,                0.79068,                0.63932,                0.56555,                0.84429,             0.00053299,             0.00053299,             0.00053299
                     33,                0.89518,                0.75841,                0.88021,                0.81875,                0.88456,                0.88444,                0.77819,                0.63476,                0.56409,                0.84144,             0.00052538,             0.00052538,             0.00052538
                     34,                0.85666,                0.68918,                0.86971,                0.81875,                0.88456,                0.88444,                0.77819,                0.63476,                0.56409,                0.84144,             0.00051777,             0.00051777,             0.00051777
                     35,                0.86775,                0.80473,                0.88282,                0.81875,                0.88456,                0.88444,                0.77819,                0.63476,                0.56409,                0.84144,             0.00051015,             0.00051015,             0.00051015
                     36,                0.88447,                0.72517,                0.87352,                0.81875,                0.88456,                0.88444,                0.77819,                0.63476,                0.56409,                0.84144,             0.00050254,             0.00050254,             0.00050254
                     37,                0.77696,                0.64721,                0.83396,                0.79184,                0.88209,                0.88444,                0.77906,                0.64694,                0.53328,                0.84488,             0.00049493,             0.00049493,             0.00049493
                     38,                0.77592,                0.64363,                0.85866,                0.79184,                0.88209,                0.88444,                0.77906,                0.64694,                0.53328,                0.84488,             0.00048732,             0.00048732,             0.00048732
                     39,                0.82146,                 0.6852,                 0.8771,                0.79184,                0.88209,                0.88444,                0.77906,                0.64694,                0.53328,                0.84488,              0.0004797,              0.0004797,              0.0004797
                     40,                0.79266,                0.70285,                0.87726,                0.79184,                0.88209,                0.88444,                0.77906,                0.64694,                0.53328,                0.84488,             0.00047209,             0.00047209,             0.00047209
                     41,                0.83691,                0.69009,                0.87724,                0.79491,                0.87749,                0.88444,                0.81071,                0.65562,                0.52483,                0.84675,             0.00046448,             0.00046448,             0.00046448
                     42,                0.80036,                0.67028,                0.86058,                0.79491,                0.87749,                0.88444,                0.81071,                0.65562,                0.52483,                0.84675,             0.00045686,             0.00045686,             0.00045686
                     43,                0.83908,                 0.7068,                0.88553,                0.79491,                0.87749,                0.88444,                0.81071,                0.65562,                0.52483,                0.84675,             0.00044925,             0.00044925,             0.00044925
                     44,                0.82691,                0.68376,                0.87182,                0.79491,                0.87749,                0.88444,                0.81071,                0.65562,                0.52483,                0.84675,             0.00044164,             0.00044164,             0.00044164
                     45,                0.80586,                0.68221,                0.86442,                0.77791,                0.87816,                0.88444,                0.78723,                0.68326,                0.55399,                0.85007,             0.00043402,             0.00043402,             0.00043402
                     46,                0.84464,                0.70919,                0.87357,                0.77791,                0.87816,                0.88444,                0.78723,                0.68326,                0.55399,                0.85007,             0.00042641,             0.00042641,             0.00042641
                     47,                0.78549,                0.71775,                0.90039,                0.77791,                0.87816,                0.88444,                0.78723,                0.68326,                0.55399,                0.85007,              0.0004188,              0.0004188,              0.0004188
                     48,                0.83487,                0.71749,                0.89102,                0.77791,                0.87816,                0.88444,                0.78723,                0.68326,                0.55399,                0.85007,             0.00041118,             0.00041118,             0.00041118
                     49,                0.77545,                 0.7064,                0.88817,                0.75597,                0.88564,                0.88444,                0.79877,                0.67825,                0.54281,                0.84519,             0.00040357,             0.00040357,             0.00040357
                     50,                0.83034,                0.71573,                0.90679,                0.75597,                0.88564,                0.88444,                0.79877,                0.67825,                0.54281,                0.84519,             0.00039596,             0.00039596,             0.00039596
                     51,                0.83484,                0.71649,                0.85057,                0.75597,                0.88564,                0.88444,                0.79877,                0.67825,                0.54281,                0.84519,             0.00038835,             0.00038835,             0.00038835
